nanda_code,diagnosis_en,diagnosis_pt,classification,code,label_en,label_pt,edition,role,applicability,applicability_en,applicability_pt,confidence,verification_status,source_language,source_reference,source_page,review_date,notes
00402,Risk for occupational physical injury,Risco de lesões físicas ocupacionais,NOC,1908,Risk Detection,Detecção de Risco,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00404,Risk for occupational illness,Risco de doenças ocupacionais,NIC,6610,Risk Identification,Identificação de Risco,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00404,Risk for occupational illness,Risco de doenças ocupacionais,NOC,1908,Risk Detection,Detecção de Risco,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00405,Maladaptive coping,Enfrentamento desadaptativo,NIC,5230,Coping Enhancement,Melhora do Enfrentamento,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00405,Maladaptive coping,Enfrentamento desadaptativo,NOC,1302,Coping,Enfrentamento,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00406,Risk for ineffective chestfeeding,Risco de amamentação ineficaz,NIC,5244,Breastfeeding Counselling,Aconselhamento sobre Amamentação,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,current_edition_verified,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00406,Risk for ineffective chestfeeding,Risco de amamentação ineficaz,NOC,1000,Breastfeeding Establishment: Infant,Estabelecimento da Amamentação: Lactente,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00406,Risk for ineffective chestfeeding,Risco de amamentação ineficaz,NOC,1002,Breastfeeding Maintenance,Manutenção da Amamentação,"Nursing Outcomes Classification (NOC), 7th edition",alternative,Use when maintenance is the relevant risk/prevention outcome.,Use when maintenance is the relevant risk/prevention outcome.,Usar quando a manutenção da amamentação for o desfecho relevante de risco/prevenção.,high,contextual_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00407,Risk for ineffective sleep pattern,Risco de padrão de sono ineficaz,NIC,1850,Sleep Enhancement,Melhora do Sono,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00407,Risk for ineffective sleep pattern,Risco de padrão de sono ineficaz,NOC,0004,Sleep,Sono,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00408,Risk for ineffective sleep hygiene behaviours,Risco de comportamentos ineficazes de higiene do sono,NIC,1850,Sleep Enhancement,Melhora do Sono,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00408,Risk for ineffective sleep hygiene behaviours,Risco de comportamentos ineficazes de higiene do sono,NOC,0004,Sleep,Sono,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00409,Risk for inadequate nutritional intake,Risco de ingestão nutricional inadequada,NIC,1100,Nutrition Management,Controle da Nutrição,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00409,Risk for inadequate nutritional intake,Risco de ingestão nutricional inadequada,NOC,1004,Nutritional Status,Estado Nutricional,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00410,Risk for ineffective family health management,Risco de gestão ineficaz da saúde familiar,NIC,7110,Family Involvement Promotion,Promoção do Envolvimento Familiar,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00410,Risk for ineffective family health management,Risco de gestão ineficaz da saúde familiar,NOC,2606,Family Health Status,Estado de Saúde Familiar,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00411,Risk for inadequate health literacy,Risco de alfabetização em saúde inadequada,NIC,5515,Health Literacy Enhancement,Melhora da Literacia em Saúde,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00411,Risk for inadequate health literacy,Risco de alfabetização em saúde inadequada,NOC,2015,Health Literacy Behaviour,Comportamento de Literacia em Saúde,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00412,Risk for ineffective dry mouth self-management,Risco de autogestão ineficaz da boca seca,NIC,1710,Oral Health Maintenance,Manutenção da Saúde Oral,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00412,Risk for ineffective dry mouth self-management,Risco de autogestão ineficaz da boca seca,NOC,1100,Oral Health,Saúde Oral,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,moderate,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00413,Risk for ineffective community health management,Risco de gestão ineficaz da saúde comunitária,NIC,8500,Community Health Development,Desenvolvimento da Saúde Comunitária,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00413,Risk for ineffective community health management,Risco de gestão ineficaz da saúde comunitária,NOC,2701,Community Health Status,Estado de Saúde da Comunidade,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00414,Risk for ineffective oral hygiene behaviours,Risco de comportamentos ineficazes de higiene oral,NIC,1720,Oral Health Promotion,Promoção da Saúde Oral,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00414,Risk for ineffective oral hygiene behaviours,Risco de comportamentos ineficazes de higiene oral,NOC,0308,Self-Care Behaviour: Oral Hygiene,Comportamento de Autocuidado: Higiene Oral,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00417,Readiness for enhanced sleep pattern,Preparação para um padrão de sono melhorado,NIC,1850,Sleep Enhancement,Melhora do Sono,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00417,Readiness for enhanced sleep pattern,Preparação para um padrão de sono melhorado,NOC,0004,Sleep,Sono,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00418,Ineffective pain self-management,Autogestão ineficaz da dor,NIC,1400,Pain Management,Controle da Dor,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00418,Ineffective pain self-management,Autogestão ineficaz da dor,NOC,1605,Pain Control,Controle da Dor,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00419,Readiness for enhanced nutritional intake,Prontidão para uma ingestão nutricional aprimorada,NIC,1100,Nutrition Management,Controle da Nutrição,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00419,Readiness for enhanced nutritional intake,Prontidão para uma ingestão nutricional aprimorada,NOC,1004,Nutritional Status,Estado Nutricional,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00420,Risk for inadequate fluid volume,Risco de volume inadequado de fluidos,NIC,4120,Fluid Management,Controle de Líquidos,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00420,Risk for inadequate fluid volume,Risco de volume inadequado de fluidos,NOC,0602,Hydration,Hidratação,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00421,Inadequate fluid volume,Volume de fluido inadequado,NIC,4120,Fluid Management,Controle de Líquidos,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00421,Inadequate fluid volume,Volume de fluido inadequado,NOC,0602,Hydration,Hidratação,"Nursing Outcomes Classification (NOC), 7th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NOC 7th edition source reviewed; current code/label cross-check against NOC 7th current classification listing; https://www.salusplay.com/apuntes/pae-y-diagnosticos-de-enfermeria-nanda-noc-y-nic/anexo-2-clasificacion-completa-de-resultados-de-enfermeria-noc-2024-8,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
00422,Risk for impaired gastrointestinal motility,Risco de comprometimento da motilidade gastrointestinal,NIC,0430,Bowel Management,Controle Intestinal,"Nursing Interventions Classification (NIC), 8th edition",primary,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Compatibility primary selected for the diagnosis; consider alternative/context-specific links before finalising a care plan.,Mapeamento primário de compatibilidade selecionado para o diagnóstico; considerar vínculos alternativos/específicos ao contexto antes de finalizar o plano de cuidados.,high,curated_current_edition,es,Institutional Spanish NIC 8th edition source reviewed; current code/label cross-check against NIC 8th current classification listing; https://www.salusplay.com/blog/clasificacion-completa-intervenciones-enfermeria-nic-2024/,,2026-09-07,"Selection remains patient/context dependent; use the licensed classification definitions, activities/indicators and scales."
