review_priority,evidence_basis,code,description_en,description_pt,nanda_domain,nanda_class,nanda_source_page,nanda_pdf_page,nic_code,nic_label_en,nic_label_pt,nic_reuse_count,noc_code,noc_label_en,noc_label_pt,noc_reuse_count,mapping_confidence,mapping_status,contextual_alternative_count,contextual_nic_codes,contextual_noc_codes,mapping_reference,mapping_rationale,mapping_review_date
normal,specific_literature_or_source,00159,Readiness for enhanced family processes,Preparação para processos familiares aprimorados,7,2,460,569,7100,Family Integrity Promotion,Promoção da Integridade Familiar,6,2602,Family Functioning,Funcionamento Familiar,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,2026-09-08
normal,specific_literature_or_source,00173,Risk for acute confusion,Risco de confusão aguda,5,4,405,501,4820,Reality Orientation,Orientação para a Realidade,1,0901,Cognitive Orientation,Orientação Cognitiva,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/ijerph16224504,Reality Orientation and Cognitive Orientation are established for acute-confusion risk.,2026-09-08
normal,specific_literature_or_source,00184,Readiness for enhanced decision-making,Preparação para uma tomada de decisão aprimorada,5,4,416,515,5250,Decision-Making Support,Apoio à Tomada de Decisão,5,0906,Decision-Making,Tomada de Decisão,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Decision-Making Support and Decision-Making directly address decision capacity/readiness.,2026-09-08
normal,specific_literature_or_source,00185,Readiness for enhanced hope,Prontidão para uma esperança maior,9,2,506,626,5310,Hope Inspiration,Inspiração de Esperança,1,1201,Hope,Esperança,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Hope Inspiration and Hope directly match readiness for enhanced hope.,2026-09-08
normal,specific_literature_or_source,00201,Risk for ineffective cerebral tissue perfusion,Risco de perfusão ineficaz do tecido cerebral,4,4,377,463,2620,Neurologic Monitoring,Monitoração Neurológica,2,0406,Tissue Perfusion: Cerebral,Perfusão Tissular: Cerebral,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/ijerph16224504,Neurologic Monitoring and Tissue Perfusion: Cerebral directly address cerebral perfusion risk.,2026-09-08
normal,specific_literature_or_source,00204,Ineffective peripheral tissue perfusion,Perfusão tecidual periférica ineficaz,4,4,378,465,4062,Circulatory Care: Arterial Insufficiency,Cuidados Circulatórios: Insuficiência Arterial,2,0407,Tissue Perfusion: Peripheral,Perfusão Tissular: Periférica,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1590/0034-7167-2017-0504,Circulatory Care: Arterial Insufficiency and Tissue Perfusion: Peripheral are validated direct concepts.,2026-09-08
normal,specific_literature_or_source,00210,Impaired resilience,Resiliência prejudicada,9,2,502,621,8340,Resilience Promotion,Promoção da Resiliência,4,1309,Personal Resiliency,Resiliência Pessoal,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Resilience Promotion and Personal Resiliency directly match resilience diagnoses.,2026-09-08
normal,specific_literature_or_source,00211,Risk for impaired resilience,Risco de resiliência prejudicada,9,2,504,623,8340,Resilience Promotion,Promoção da Resiliência,4,1309,Personal Resiliency,Resiliência Pessoal,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Resilience Promotion and Personal Resiliency directly match resilience diagnoses.,2026-09-08
normal,specific_literature_or_source,00212,Readiness for enhanced resilience,Preparação para uma maior resiliência,9,2,505,625,8340,Resilience Promotion,Promoção da Resiliência,4,1309,Personal Resiliency,Resiliência Pessoal,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Resilience Promotion and Personal Resiliency directly match resilience diagnoses.,2026-09-08
normal,specific_literature_or_source,00219,Risk for dry eye,Risco de olho seco,11,2,547,681,1350,Dry Eye Prevention,Prevenção de Olho Seco,2,1927,Risk Control: Dry Eye,Controle de Risco: Olho Seco,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1097/01.NPR.0000920536.53179.f8,Dry Eye Prevention and Risk Control: Dry Eye directly address the risk diagnosis.,2026-09-08
normal,specific_literature_or_source,00228,Risk for ineffective peripheral tissue perfusion,Risco de perfusão tecidual periférica ineficaz,4,4,380,467,4062,Circulatory Care: Arterial Insufficiency,Cuidados Circulatórios: Insuficiência Arterial,2,0407,Tissue Perfusion: Peripheral,Perfusão Tissular: Periférica,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1590/0034-7167-2017-0504,Circulatory Care: Arterial Insufficiency and Tissue Perfusion: Peripheral are validated direct concepts.,2026-09-08
normal,specific_literature_or_source,00241,Impaired mood regulation,Regulação do humor prejudicada,9,3,519,642,5330,Mood Management,Controle do Humor,2,1204,Mood Equilibrium,Equilíbrio do Humor,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Mood Management and Mood Equilibrium directly target emotion/mood regulation.,2026-09-08
normal,specific_literature_or_source,00242,Impaired emancipated decision-making,Comprometimento da capacidade de tomar decisões emancipadas,5,4,417,516,5250,Decision-Making Support,Apoio à Tomada de Decisão,5,0906,Decision-Making,Tomada de Decisão,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Decision-Making Support and Decision-Making directly address decision capacity/readiness.,2026-09-08
normal,specific_literature_or_source,00243,Readiness for enhanced emancipated decision-making,Prontidão para uma tomada de decisão emancipada aprimorada,5,4,419,519,5250,Decision-Making Support,Apoio à Tomada de Decisão,5,0906,Decision-Making,Tomada de Decisão,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Decision-Making Support and Decision-Making directly address decision capacity/readiness.,2026-09-08
normal,specific_literature_or_source,00244,Risk for impaired emancipated decision-making,Risco de comprometimento na tomada de decisões emancipadas,5,4,418,517,5250,Decision-Making Support,Apoio à Tomada de Decisão,5,0906,Decision-Making,Tomada de Decisão,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Decision-Making Support and Decision-Making directly address decision capacity/readiness.,2026-09-08
normal,specific_literature_or_source,00262,Readiness for enhanced health literacy,Preparação para uma maior literacia em saúde,1,2,267,319,5515,Health Literacy Enhancement,Melhora da Literacia em Saúde,3,2015,Health Literacy Behaviour,Comportamento de Literacia em Saúde,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12482,Current literature explicitly pairs Health Literacy Enhancement (5515) with Health Literacy Behaviour (2015).,2026-09-08
normal,specific_literature_or_source,00277,Ineffective dry eye self-management,Autogestão ineficaz da síndrome do olho seco,1,2,227,264,1350,Dry Eye Prevention,Prevenção de Olho Seco,2,2110,Dry Eye Severity,Gravidade do Olho Seco,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1097/01.NPR.0000920536.53179.f8,Dry Eye Prevention and Dry Eye Severity directly address the diagnosis focus.,2026-09-08
normal,specific_literature_or_source,00278,Ineffective lymphoedema self-management,Autogestão ineficaz do linfedema,1,2,236,277,5602,Teaching: Disease Process,Ensino: Processo da Doença,5,2117,Lymphoedema Severity,Gravidade do Linfedema,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.11606/T.7.2024.tde-05062025-140418,Lymphoedema Severity is a current NOC outcome; disease-process teaching supports self-management education.,2026-09-08
normal,specific_literature_or_source,00281,Risk for ineffective lymphoedema self-management,Risco de autogestão ineficaz do linfedema,1,2,238,280,5602,Teaching: Disease Process,Ensino: Processo da Doença,5,2117,Lymphoedema Severity,Gravidade do Linfedema,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.11606/T.7.2024.tde-05062025-140418,Lymphoedema Severity is a current NOC outcome; disease-process teaching supports self-management education.,2026-09-08
normal,specific_literature_or_source,00297,Disability-associated urinary incontinence,Incontinência urinária associada à deficiência,3,1,321,389,0610,Urinary Incontinence Care,Cuidados na Incontinência Urinária,5,0502,Urinary Continence,Continência Urinária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Urinary Incontinence Care and Urinary Continence directly address incontinence.,2026-09-08
normal,specific_literature_or_source,00298,Decreased activity tolerance,Diminuição da tolerância à atividade,4,3,364,447,0180,Energy Management,Controle de Energia,6,0005,Activity Tolerance,Tolerância à Atividade,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Energy Management and Activity Tolerance are established linkages for reduced activity tolerance.,2026-09-08
normal,specific_literature_or_source,00299,Risk for decreased activity tolerance,Risco de diminuição da tolerância à atividade,4,3,365,449,0180,Energy Management,Controle de Energia,6,0005,Activity Tolerance,Tolerância à Atividade,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Energy Management and Activity Tolerance are established linkages for reduced activity tolerance.,2026-09-08
normal,specific_literature_or_source,00300,Ineffective home maintenance behaviours,Comportamentos ineficazes de manutenção doméstica,1,2,259,309,7180,Home Maintenance Assistance,Assistência na Manutenção do Lar,3,0306,Self-Care Behaviour: Instrumental Activities of Daily Living,Comportamento de Autocuidado: Atividades Instrumentais de Vida Diária,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Home Maintenance Assistance and instrumental ADL performance directly cover maintaining a safe functional home.,2026-09-08
normal,specific_literature_or_source,00307,Readiness for enhanced exercise engagement,Prontidão para um maior envolvimento em exercícios físicos,1,2,263,313,0200,Exercise Promotion,Promoção do Exercício,3,1633,Exercise Participation,Participação em Exercício,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Exercise participation directly measures the target behaviour; Exercise Promotion is the primary behavioural intervention.,2026-09-08
normal,specific_literature_or_source,00308,Risk for ineffective home maintenance behaviours,Risco de comportamentos ineficazes de manutenção doméstica,1,2,261,311,7180,Home Maintenance Assistance,Assistência na Manutenção do Lar,3,0306,Self-Care Behaviour: Instrumental Activities of Daily Living,Comportamento de Autocuidado: Atividades Instrumentais de Vida Diária,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Home Maintenance Assistance and instrumental ADL performance directly cover maintaining a safe functional home.,2026-09-08
normal,specific_literature_or_source,00309,Readiness for enhanced home maintenance behaviours,Prontidão para comportamentos aprimorados de manutenção doméstica,1,2,262,312,7180,Home Maintenance Assistance,Assistência na Manutenção do Lar,3,0306,Self-Care Behaviour: Instrumental Activities of Daily Living,Comportamento de Autocuidado: Atividades Instrumentais de Vida Diária,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Home Maintenance Assistance and instrumental ADL performance directly cover maintaining a safe functional home.,2026-09-08
normal,specific_literature_or_source,00310,Mixed urinary incontinence,Incontinência urinária mista,3,1,323,391,0610,Urinary Incontinence Care,Cuidados na Incontinência Urinária,5,0502,Urinary Continence,Continência Urinária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Urinary Incontinence Care and Urinary Continence directly address incontinence.,2026-09-08
normal,specific_literature_or_source,00322,Risk for urinary retention,Risco de retenção urinária,3,1,320,388,0620,Urinary Retention Care,Cuidados na Retenção Urinária,1,0503,Urinary Elimination,Eliminação Urinária,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Corrects the prior code error: 0620 is Urinary Retention Care; 0610 is incontinence care.,2026-09-08
normal,specific_literature_or_source,00326,Decreased bathing abilities,Capacidade reduzida de tomar banho,4,5,391,482,1801,Self-Care Assistance: Bathing/Hygiene,Assistência no Autocuidado: Banho/Higiene,1,0301,Self-Care Behaviour: Bathing,Comportamento de Autocuidado: Banho,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261443252,Bathing/Hygiene self-care assistance and bathing outcome directly match decreased bathing ability.,2026-09-08
normal,specific_literature_or_source,00329,Decreased toileting abilities,Diminuição da capacidade de usar o banheiro,4,5,397,490,1804,Self-Care Assistance: Toileting,Assistência no Autocuidado: Uso do Banheiro,1,0310,Self-Care Behaviour: Toileting,Comportamento de Autocuidado: Uso do Banheiro,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12080,Toileting self-care assistance and toileting outcome directly match decreased toileting ability.,2026-09-08
normal,specific_literature_or_source,00335,Risk for excessive loneliness,Risco de solidão excessiva,12,3,653,821,5100,Socialization Enhancement,Melhora da Socialização,5,1203,Loneliness Severity,Gravidade da Solidão,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,2026 linkage work identifies Loneliness Severity as the resolution outcome and Socialization Enhancement among primary interventions.,2026-09-08
normal,specific_literature_or_source,00338,Inadequate health self-efficacy,Autoeficácia inadequada em saúde,6,2,441,545,5395,Self-Efficacy Enhancement,Melhora da Autoeficácia,1,1701,Health Beliefs: Perceived Ability to Perform,Crenças de Saúde: Capacidade Percebida para Agir,1,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10099907/,Self-Efficacy Enhancement and perceived ability to perform directly target health self-efficacy.,2026-09-08
normal,specific_literature_or_source,00339,Inadequate health literacy,Alfabetização em saúde inadequada,1,2,264,315,5515,Health Literacy Enhancement,Melhora da Literacia em Saúde,3,2015,Health Literacy Behaviour,Comportamento de Literacia em Saúde,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12482,Current literature explicitly pairs Health Literacy Enhancement (5515) with Health Literacy Behaviour (2015).,2026-09-08
normal,specific_literature_or_source,00353,Elder frailty syndrome,Síndrome de fragilidade do idoso,1,2,269,321,0180,Energy Management,Controle de Energia,6,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12225,"Frailty linkage evidence emphasizes energy, mobility and self-care; ADL performance is an appropriate primary outcome.",2026-09-08
normal,specific_literature_or_source,00355,Excessive sedentary behaviours,Comportamentos sedentários excessivos,1,1,209,242,0200,Exercise Promotion,Promoção do Exercício,3,1633,Exercise Participation,Participação em Exercício,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Exercise participation directly measures the target behaviour; Exercise Promotion is the primary behavioural intervention.,2026-09-08
normal,specific_literature_or_source,00356,Ineffective community health management,Gestão ineficaz da saúde comunitária,1,2,223,259,8500,Community Health Development,Desenvolvimento da Saúde Comunitária,4,2701,Community Health Status,Estado de Saúde da Comunidade,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8250918/,Community-level management requires a community intervention and community health outcome rather than individual education alone.,2026-09-08
normal,specific_literature_or_source,00357,Risk for elder frailty syndrome,Risco de síndrome de fragilidade em idosos,1,2,271,324,0180,Energy Management,Controle de Energia,6,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12225,"Frailty linkage evidence emphasizes energy, mobility and self-care; ADL performance is an appropriate primary outcome.",2026-09-08
normal,specific_literature_or_source,00358,Inadequate social support network,Rede de apoio social inadequada,12,3,650,817,5440,Support System Enhancement,Melhora do Sistema de Apoio,2,1504,Social Support,Apoio Social,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Support System Enhancement and Social Support directly address inadequate support networks.,2026-09-08
normal,specific_literature_or_source,00366,Excessive caregiving burden,sobrecarga excessiva de cuidados,9,2,494,611,7040,Caregiver Support,Apoio ao Cuidador,2,2210,Caregiver Role Endurance,Resistência no Papel de Cuidador,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Caregiver Support and Caregiver Role Endurance directly address caregiving burden/risk.,2026-09-08
normal,specific_literature_or_source,00368,Readiness for enhanced verbal communication,Prontidão para uma comunicação verbal aprimorada,5,5,423,524,4976,Communication Enhancement: Speech Deficit,Melhora da Comunicação: Déficit da Fala,3,0902,Communication,Comunicação,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/ijerph16224504,Communication Enhancement: Speech Deficit and Communication are a direct verbal-communication pairing.,2026-09-08
normal,specific_literature_or_source,00372,Ineffective emotion regulation,Regulação emocional ineficaz,9,3,517,640,5330,Mood Management,Controle do Humor,2,1204,Mood Equilibrium,Equilíbrio do Humor,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Mood Management and Mood Equilibrium directly target emotion/mood regulation.,2026-09-08
normal,specific_literature_or_source,00373,Maladaptive family coping,Enfrentamento familiar desadaptativo,9,2,490,606,7140,Family Support,Apoio Familiar,2,2600,Family Coping,Enfrentamento Familiar,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Support and Family Coping directly address family coping.,2026-09-08
normal,specific_literature_or_source,00375,Ineffective oral hygiene behaviours,Comportamentos ineficazes de higiene oral,4,5,398,492,1720,Oral Health Promotion,Promoção da Saúde Oral,2,0308,Self-Care Behaviour: Oral Hygiene,Comportamento de Autocuidado: Higiene Oral,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8516802/,Oral Health Promotion and Oral Hygiene self-care directly match ineffective oral hygiene behaviour.,2026-09-08
normal,specific_literature_or_source,00377,Readiness for enhanced psychological comfort,Prontidão para um maior conforto psicológico,12,4,656,825,5270,Emotional Support,Apoio Emocional,4,2011,Comfort Status: Psychospiritual,Estado de Conforto: Psicoespiritual,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Emotional Support and psychospiritual comfort directly address psychological comfort.,2026-09-08
normal,specific_literature_or_source,00378,Readiness for enhanced physical comfort,Prontidão para maior conforto físico,12,1,639,803,6482,Environmental Management: Comfort,Controle do Ambiente: Conforto,3,2010,Comfort Status: Physical,Estado de Conforto: Físico,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Environmental Management: Comfort and physical comfort status directly address physical comfort.,2026-09-08
normal,specific_literature_or_source,00379,Impaired psychological comfort,Conforto psicológico prejudicado,12,4,654,823,5270,Emotional Support,Apoio Emocional,4,2011,Comfort Status: Psychospiritual,Estado de Conforto: Psicoespiritual,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Emotional Support and psychospiritual comfort directly address psychological comfort.,2026-09-08
normal,specific_literature_or_source,00380,Impaired physical comfort,Conforto físico prejudicado,12,1,637,801,6482,Environmental Management: Comfort,Controle do Ambiente: Conforto,3,2010,Comfort Status: Physical,Estado de Conforto: Físico,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Environmental Management: Comfort and physical comfort status directly address physical comfort.,2026-09-08
normal,specific_literature_or_source,00383,Inadequate social connectedness,Conexões sociais inadequadas,12,3,648,815,5100,Socialization Enhancement,Melhora da Socialização,5,1503,Social Involvement,Envolvimento Social,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1177/20473087261445590,Socialization Enhancement and Social Involvement directly address inadequate social connectedness.,2026-09-08
normal,specific_literature_or_source,00384,Ineffective nausea self-management,Autogestão ineficaz da náusea,1,2,240,282,1450,Nausea Management,Controle da Náusea,1,1618,Nausea & Vomiting Control,Controle de Náuseas e Vômitos,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Nausea Management and Nausea & Vomiting Control directly match the diagnosis focus.,2026-09-08
normal,specific_literature_or_source,00387,Excessive parental role conflict,Conflito excessivo nos papéis parentais,7,1,452,559,8300,Parenting Promotion,Promoção da Parentalidade,4,2211,Parenting Performance,Desempenho da Parentalidade,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Parenting Promotion and Parenting Performance directly address parenting behaviour/role conflict.,2026-09-08
normal,specific_literature_or_source,00388,Impaired family processes,Processos familiares prejudicados,7,2,457,565,7100,Family Integrity Promotion,Promoção da Integridade Familiar,6,2602,Family Functioning,Funcionamento Familiar,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,2026-09-08
normal,specific_literature_or_source,00389,Disrupted family interaction patterns,Padrões de interação familiar perturbados,7,2,454,561,7100,Family Integrity Promotion,Promoção da Integridade Familiar,6,2602,Family Functioning,Funcionamento Familiar,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,2026-09-08
normal,specific_literature_or_source,00394,Risk for excessive sedentary behaviours,Risco de comportamentos sedentários excessivos,1,1,211,244,0200,Exercise Promotion,Promoção do Exercício,3,1633,Exercise Participation,Participação em Exercício,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Exercise participation directly measures the target behaviour; Exercise Promotion is the primary behavioural intervention.,2026-09-08
normal,specific_literature_or_source,00397,Ineffective fatigue self-management,Autogestão ineficaz da fadiga,1,2,234,274,0180,Energy Management,Controle de Energia,6,0007,Fatigue Level,Nível de Fadiga,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8242432/,Energy Management and Fatigue Level directly address fatigue self-management.,2026-09-08
normal,specific_literature_or_source,00398,Ineffective overweight self-management,Autogestão ineficaz do excesso de peso,1,2,245,291,1280,Weight Reduction Assistance,Assistência na Redução de Peso,2,1627,Weight Loss Behaviour,Comportamento de Perda de Peso,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Weight-reduction assistance and Weight Loss Behaviour directly target overweight self-management.,2026-09-08
normal,specific_literature_or_source,00401,Risk for excessive caregiving burden,Risco de sobrecarga de cuidados,9,2,496,614,7040,Caregiver Support,Apoio ao Cuidador,2,2210,Caregiver Role Endurance,Resistência no Papel de Cuidador,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Caregiver Support and Caregiver Role Endurance directly address caregiving burden/risk.,2026-09-08
normal,specific_literature_or_source,00405,Maladaptive coping,Enfrentamento desadaptativo,9,2,487,602,5230,Coping Enhancement,Melhora do Enfrentamento,5,1302,Coping,Enfrentamento,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Coping Enhancement and Coping directly address maladaptive/enhanced coping.,2026-09-08
normal,specific_literature_or_source,00410,Risk for ineffective family health management,Risco de gestão ineficaz da saúde familiar,1,2,221,257,7110,Family Involvement Promotion,Promoção do Envolvimento Familiar,3,2606,Family Health Status,Estado de Saúde Familiar,2,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family involvement and Family Health Status are contemporary family-management linkages.,2026-09-08
normal,specific_literature_or_source,00411,Risk for inadequate health literacy,Risco de alfabetização em saúde inadequada,1,2,266,317,5515,Health Literacy Enhancement,Melhora da Literacia em Saúde,3,2015,Health Literacy Behaviour,Comportamento de Literacia em Saúde,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12482,Current literature explicitly pairs Health Literacy Enhancement (5515) with Health Literacy Behaviour (2015).,2026-09-08
normal,specific_literature_or_source,00413,Risk for ineffective community health management,Risco de gestão ineficaz da saúde comunitária,1,2,224,260,8500,Community Health Development,Desenvolvimento da Saúde Comunitária,4,2701,Community Health Status,Estado de Saúde da Comunidade,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8250918/,Community-level management requires a community intervention and community health outcome rather than individual education alone.,2026-09-08
normal,specific_literature_or_source,00414,Risk for ineffective oral hygiene behaviours,Risco de comportamentos ineficazes de higiene oral,4,5,400,494,1720,Oral Health Promotion,Promoção da Saúde Oral,2,0308,Self-Care Behaviour: Oral Hygiene,Comportamento de Autocuidado: Higiene Oral,2,high,curated_current_editions_contextual,0,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8516802/,Oral Health Promotion and Oral Hygiene self-care directly match ineffective oral hygiene behaviour.,2026-09-08
normal,specific_literature_or_source,00418,Ineffective pain self-management,Autogestão ineficaz da dor,1,2,242,286,1400,Pain Management,Controle da Dor,5,1605,Pain Control,Controle da Dor,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/jan.15503,Pain Management with Pain Control measures self-management success better than symptom level alone.,2026-09-08
normal,specific_literature_or_source,00425,Risk for impaired peripheral neurovascular function,Risco de comprometimento da função neurovascular periférica,11,2,592,744,2660,Peripheral Sensation Management,Controle da Sensibilidade Periférica,1,0917,Neurological Status: Peripheral,Estado Neurológico: Periférico,1,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/healthcare11172449,Peripheral sensation monitoring and peripheral neurologic status directly address neurovascular risk.,2026-09-08
normal,specific_literature_or_source,00429,Impaired decision-making,Comprometimento na tomada de decisões,5,4,415,513,5250,Decision-Making Support,Apoio à Tomada de Decisão,5,0906,Decision-Making,Tomada de Decisão,5,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12392,Decision-Making Support and Decision-Making directly address decision capacity/readiness.,2026-09-08
normal,specific_literature_or_source,00430,Impaired adult ventilatory weaning response,Resposta prejudicada ao desmame ventilatório em adultos,4,4,386,475,3390,Ventilation Assistance,Assistência Ventilatória,4,0403,Respiratory Status: Ventilation,Estado Respiratório: Ventilação,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Ventilation Assistance and Respiratory Status: Ventilation directly address ineffective ventilation/breathing.,2026-09-08
normal,specific_literature_or_source,00431,Impaired child ventilatory weaning response,Resposta prejudicada ao desmame ventilatório em crianças,4,4,384,472,3390,Ventilation Assistance,Assistência Ventilatória,4,0403,Respiratory Status: Ventilation,Estado Respiratório: Ventilação,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12307,Ventilation Assistance and Respiratory Status: Ventilation directly address ineffective ventilation/breathing.,2026-09-08
normal,specific_literature_or_source,00434,Risk for impaired verbal communication,Risco de comprometimento da comunicação verbal,5,5,422,523,4976,Communication Enhancement: Speech Deficit,Melhora da Comunicação: Déficit da Fala,3,0902,Communication,Comunicação,3,high,curated_current_editions_contextual,0,,,https://doi.org/10.3390/ijerph16224504,Communication Enhancement: Speech Deficit and Communication are a direct verbal-communication pairing.,2026-09-08
normal,specific_literature_or_source,00436,Impaired parenting behaviours,Comportamentos parentais problemáticos,7,1,447,552,8300,Parenting Promotion,Promoção da Parentalidade,4,2211,Parenting Performance,Desempenho da Parentalidade,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Parenting Promotion and Parenting Performance directly address parenting behaviour/role conflict.,2026-09-08
normal,specific_literature_or_source,00437,Risk for impaired parenting behaviours,Risco de comportamentos parentais problemáticos,7,1,449,555,8300,Parenting Promotion,Promoção da Parentalidade,4,2211,Parenting Performance,Desempenho da Parentalidade,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Parenting Promotion and Parenting Performance directly address parenting behaviour/role conflict.,2026-09-08
normal,specific_literature_or_source,00438,Readiness for enhanced parenting behaviours,Prontidão para comportamentos parentais aprimorados,7,1,451,558,8300,Parenting Promotion,Promoção da Parentalidade,4,2211,Parenting Performance,Desempenho da Parentalidade,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Parenting Promotion and Parenting Performance directly address parenting behaviour/role conflict.,2026-09-08
normal,specific_literature_or_source,00440,Risk for disrupted family interaction patterns,Risco de padrões de interação familiar interrompidos,7,2,456,563,7100,Family Integrity Promotion,Promoção da Integridade Familiar,6,2602,Family Functioning,Funcionamento Familiar,4,high,curated_current_editions_contextual,0,,,https://doi.org/10.1111/2047-3095.12323,Family Integrity/Process interventions and Family Functioning directly address family interaction/process patterns.,2026-09-08
