classification,code,current_label_en,current_label_pt,status,risk_review,old_label_en,recovered_en,recovered_pt,diagnosis_count,diagnosis_codes,diagnoses_en,diagnoses_pt,review_en,review_pt,fact_check_notes,source_notes,review_status
NOC,0204,Immobility Consequences: Physiological,Consequências da Imobilidade: Fisiológicas,AUTHOR_NEW,STANDARD,,,,1,00087,Risk for perioperative positioning injury,Risco de lesão por posicionamento perioperatório,"NOC 0204 — Immobility Consequences: Physiological. Local example evaluation: inspect skin and pressure points and assess pain, joint range, muscle shortening, oedema, respiratory function, bowel or bladder effects and VTE risk related to immobility; document whether prescribed repositioning, seating, range-of-motion activity and early mobilization maintain tissue integrity and function; track new pressure damage, contracture, respiratory symptoms, constipation or venous-thromboembolic warning signs; compare current mobility-related complications with baseline; use selected licensed NOC indicators and scale for formal scoring and escalate acute complications.","NOC 0204 — Consequências da Imobilidade: Fisiológicas. Exemplo local de avaliação: inspecionar pele e pontos de pressão e avaliar dor, amplitude articular, encurtamento muscular, edema, função respiratória, efeitos intestinais ou urinários e risco de TEV relacionados à imobilidade; documentar se reposicionamento, assento, amplitude de movimento e mobilização precoce prescritos mantêm integridade e função; acompanhar nova lesão por pressão, contratura, sintomas respiratórios, constipação ou sinais de tromboembolismo; comparar complicações da imobilidade com linha de base; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e escalar complicações agudas.",Immobility consequences include pressure and VTE surveillance; local evaluation only.,https://www.nice.org.uk/guidance/cg179/chapter/Recommendations | https://www.nice.org.uk/guidance/ng89/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0208,Mobility,Mobilidade,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Mobility,NOC 0208 — Mobility. Example evaluation: Score walking/transfer ability; example target: improve from 2/5 to 4/5 for the chosen mobility indicator.,NOC 0208 — Mobilidade (English: Mobility). Exemplo de avaliação: Pontuar capacidade de andar/transferir; exemplo de meta: melhorar de 2/5 para 4/5 no indicador de mobilidade escolhido.,9,00085; 00089; 00091; 00315; 00316; 00324; 00363; 00364; 00367,Impaired physical mobility | Impaired wheelchair mobility | Impaired bed mobility | Delayed infant motor development | Risk for delayed infant motor development | Risk for impaired physical mobility | Impaired sitting ability | Impaired standing ability | Impaired transferring ability,Mobilidade física prejudicada | Mobilidade reduzida em cadeira de rodas | Mobilidade reduzida no leito | Atraso no desenvolvimento motor infantil | Risco de atraso no desenvolvimento motor infantil | Risco de mobilidade física comprometida | Capacidade de sentar-se prejudicada | Capacidade de ficar em pé prejudicada | Capacidade de transferência prejudicada,"NOC 0208 — Mobility. Local evaluation examples: observe ability to turn in bed, sit, stand, transfer and walk as relevant to the person’s goals; document balance, gait quality, distance, speed/endurance, need for assistance and correct use of prescribed mobility aids; compare performance over time and note pain, dizziness or fatigue that limits movement; record whether the person can access essential environments safely; use the selected licensed NOC indicators/scale for formal scoring and refer sudden new mobility loss for assessment.","NOC 0208 — Mobilidade. Exemplos locais de avaliação: observar capacidade de virar no leito, sentar, ficar em pé, transferir e caminhar conforme relevante aos objetivos da pessoa; documentar equilíbrio, qualidade da marcha, distância, velocidade/resistência, necessidade de assistência e uso correto de dispositivos prescritos; comparar desempenho ao longo do tempo e observar dor, tontura ou fadiga que limite o movimento; registrar se a pessoa consegue acessar ambientes essenciais com segurança; utilizar os indicadores/escala NOC licenciados selecionados para pontuação formal e encaminhar perda súbita de mobilidade para avaliação.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/health-topics/noncommunicable-diseases/physical-activity | https://www.cdc.gov/steadi/,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,0300,Self-Care Behaviour: Activities of Daily Living,Comportamento de Autocuidado: Atividades de Vida Diária,REWRITE_VERIFY_LABEL_DRIFT,STANDARD,Self-Care: Activities of Daily Living,NOC 0300 — Self-Care: Activities of Daily Living. Example evaluation: Score the relevant ADL indicator; example target: increase independence from 2/5 to 4/5.,NOC 0300 — Autocuidado: atividades de vida diária (English: Self-Care: Activities of Daily Living). Exemplo de avaliação: Pontuar o indicador de atividade de vida diária pertinente; exemplo de meta: aumentar independência de 2/5 para 4/5.,5,00331; 00332; 00353; 00357; 00442,Decreased self-care ability syndrome | Risk for decreased self-care ability syndrome | Elder frailty syndrome | Risk for elder frailty syndrome | Readiness for enhanced self-care abilities,Síndrome da capacidade reduzida de autocuidado | Síndrome de risco de diminuição da capacidade de autocuidado | Síndrome de fragilidade do idoso | Risco de síndrome de fragilidade em idosos | Prontidão para habilidades aprimoradas de autocuidado,"NOC 0300 — Self-Care Behaviour: Activities of Daily Living. Local evaluation examples: assess the level of independence and assistance required for bathing, dressing, grooming, eating, toileting and mobility tasks relevant to the person; distinguish physical, cognitive, sensory and environmental barriers; document whether adaptive equipment or cueing increases independence and safety; compare current performance with baseline and agreed functional goals; use the selected licensed NOC indicators/scale for formal scoring rather than assigning a universal independence target.","NOC 0300 — Comportamento de Autocuidado: Atividades de Vida Diária. Exemplos locais de avaliação: avaliar nível de independência e assistência necessária para banho, vestir-se, higiene/aparência, alimentação, toalete e tarefas de mobilidade relevantes; distinguir barreiras físicas, cognitivas, sensoriais e ambientais; documentar se equipamentos adaptativos ou pistas aumentam independência e segurança; comparar desempenho atual com linha de base e metas funcionais acordadas; utilizar os indicadores/escala NOC licenciados selecionados para pontuação formal em vez de atribuir meta universal de independência.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/self-care-health-interventions,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,0301,Self-Care Behaviour: Bathing,Comportamento de Autocuidado: Banho,AUTHOR_NEW,STANDARD,,,,1,00326,Decreased bathing abilities,Capacidade reduzida de tomar banho,"NOC 0301 — Self-Care Behaviour: Bathing. Local example evaluation: observe ability to enter and exit the bathing area, wash and dry body regions, manage water or temperature and maintain balance and privacy; document cueing, adaptive equipment and physical assistance needed and whether the task can be sequenced safely; inspect for fatigue, dizziness, pain or skin problems that limit bathing; compare independence with baseline and agreed goals; use selected licensed NOC indicators and scale for formal scoring rather than setting complete independence as the universal target.","NOC 0301 — Comportamento de Autocuidado: Banho. Exemplo local de avaliação: observar capacidade de entrar e sair da área de banho, lavar e secar regiões do corpo, manejar água ou temperatura e manter equilíbrio e privacidade; documentar pistas, equipamento adaptativo e assistência física necessária e se consegue sequenciar tarefa com segurança; verificar fadiga, tontura, dor ou problemas cutâneos que limitem banho; comparar independência com linha de base e metas; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal sem definir independência completa como meta universal.",ADL evaluation tied to observed functional ability and required assistance.,https://www.nice.org.uk/guidance/ng252/chapter/Rehabilitation-to-maintain-improve-or-support-function,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0302,Self-Care Behaviour: Dressing,Comportamento de Autocuidado: Vestir-se,AUTHOR_NEW,STANDARD,,,,1,00327,Decreased dressing abilities,Capacidade reduzida de se vestir,"NOC 0302 — Self-Care Behaviour: Dressing. Local example evaluation: observe selection and sequencing of clothing, ability to reach limbs, manipulate fasteners and maintain sitting or standing balance during dressing; document assistance, cueing and adaptive devices required and whether clothing is appropriate for weather, devices and precautions; assess fatigue, pain or cognitive barriers that change performance; compare independence with baseline and functional goals; use selected licensed NOC indicators and scale for formal scoring.","NOC 0302 — Comportamento de Autocuidado: Vestir-se. Exemplo local de avaliação: observar seleção e sequência de roupas, capacidade de alcançar membros, manipular fechos e manter equilíbrio sentado ou em pé ao vestir; documentar assistência, pistas e dispositivos adaptativos necessários e se roupas são adequadas ao clima, dispositivos e precauções; avaliar fadiga, dor ou barreiras cognitivas que alterem desempenho; comparar independência com linha de base e metas funcionais; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal.","Observed dressing function, not arbitrary independence scoring.",https://www.nice.org.uk/guidance/ng236/chapter/Recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0303,Self-Care Behaviour: Eating,Comportamento de Autocuidado: Alimentação,REWRITE_VERIFY_LABEL_DRIFT,STANDARD,Self-Care: Eating,NOC 0303 — Self-Care: Eating. Example evaluation: Score ability to eat safely/independently; example target: from 2/5 to 4/5.,NOC 0303 — Autocuidado: alimentação (English: Self-Care: Eating). Exemplo de avaliação: Pontuar capacidade de alimentar-se com segurança/independência; exemplo de meta: de 2/5 para 4/5.,1,00328,Decreased feeding abilities,Capacidade de alimentação reduzida,"NOC 0303 — Self-Care Behaviour: Eating. Local evaluation examples: observe the person’s ability to position for eating, handle utensils/cups, bring food to the mouth and complete the meal with the planned level of independence; document the assistance, adaptive equipment or cueing needed; assess intake, meal duration and fatigue and note coughing/choking or other swallowing concerns that require separate assessment; compare performance with baseline and functional goals; use the selected licensed NOC indicators/scale for formal scoring.","NOC 0303 — Comportamento de Autocuidado: Alimentação. Exemplos locais de avaliação: observar capacidade de posicionar-se para comer, manejar utensílios/copos, levar alimento à boca e completar a refeição com o nível planejado de independência; documentar assistência, dispositivos adaptativos ou pistas necessárias; avaliar ingestão, duração da refeição e fadiga e observar tosse/engasgo ou outras preocupações de deglutição que exijam avaliação separada; comparar desempenho com linha de base e metas funcionais; utilizar os indicadores/escala NOC licenciados selecionados para pontuação formal.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.who.int/news-room/fact-sheets/detail/self-care-health-interventions,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,0305,Self-Care Behaviour: Hygiene,Comportamento de Autocuidado: Higiene,AUTHOR_NEW,STANDARD,,,,1,00330,Decreased grooming abilities,Capacidade reduzida de cuidar da higiene pessoal,"NOC 0305 — Self-Care Behaviour: Hygiene. Local example evaluation: assess ability to perform face, hair, oral, hand and other personal hygiene tasks safely and in a personally and culturally acceptable way; document setup, reminders, adaptive equipment or hands-on help needed and whether skin and oral hygiene are adequate; evaluate sequencing, endurance and fine-motor barriers; compare performance with baseline and chosen goals; use selected licensed NOC indicators and scale for formal scoring and refer new functional or cognitive decline.","NOC 0305 — Comportamento de Autocuidado: Higiene. Exemplo local de avaliação: avaliar capacidade de realizar higiene de face, cabelo, boca, mãos e outros cuidados pessoais com segurança e de modo pessoal e culturalmente aceitável; documentar preparação, lembretes, equipamento adaptativo ou ajuda física necessária e se higiene de pele e boca é adequada; avaliar sequência, resistência e barreiras motoras finas; comparar desempenho com linha de base e metas escolhidas; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e encaminhar novo declínio funcional ou cognitivo.",Hygiene evaluation combines functional and oral-health observation.,https://www.nice.org.uk/guidance/ng252/chapter/Rehabilitation-to-maintain-improve-or-support-function | https://www.who.int/news-room/fact-sheets/detail/oral-health,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0306,Self-Care Behaviour: Instrumental Activities of Daily Living,Comportamento de Autocuidado: Atividades Instrumentais de Vida Diária,AUTHOR_NEW,STANDARD,,,,3,00300; 00308; 00309,Ineffective home maintenance behaviours | Risk for ineffective home maintenance behaviours | Readiness for enhanced home maintenance behaviours,Comportamentos ineficazes de manutenção doméstica | Risco de comportamentos ineficazes de manutenção doméstica | Prontidão para comportamentos aprimorados de manutenção doméstica,"NOC 0306 — Self-Care Behaviour: Instrumental Activities of Daily Living. Local example evaluation: assess performance of instrumental activities needed for the person’s life, such as meal preparation, shopping, transport, household tasks, telephone or technology use, medication management and finances; document which tasks are independent, need setup or cueing, require physical help or are unsafe; identify cognitive, sensory, mobility, environmental and resource barriers; evaluate whether adaptations or community supports increase independence; use selected licensed NOC indicators and scale for formal scoring and reassess after illness, fall or cognitive change.","NOC 0306 — Comportamento de Autocuidado: Atividades Instrumentais de Vida Diária. Exemplo local de avaliação: avaliar desempenho das atividades instrumentais necessárias à vida da pessoa, como preparo de refeições, compras, transporte, tarefas domésticas, telefone ou tecnologia, medicamentos e finanças; documentar quais tarefas são independentes, precisam de preparação ou pistas, ajuda física ou são inseguras; identificar barreiras cognitivas, sensoriais, de mobilidade, ambientais e de recursos; avaliar se adaptações ou apoios comunitários aumentam independência; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e reavaliar após doença, queda ou mudança cognitiva.",IADL evaluation aligned with functional rehabilitation and dementia guidance.,https://www.nice.org.uk/guidance/ng252/chapter/Rehabilitation-to-maintain-improve-or-support-function | https://www.nice.org.uk/guidance/ng97/chapter/Recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0308,Self-Care Behaviour: Oral Hygiene,Comportamento de Autocuidado: Higiene Oral,AUTHOR_NEW,STANDARD,,,,2,00375; 00414,Ineffective oral hygiene behaviours | Risk for ineffective oral hygiene behaviours,Comportamentos ineficazes de higiene oral | Risco de comportamentos ineficazes de higiene oral,"NOC 0308 — Self-Care Behaviour: Oral Hygiene. Local example evaluation: observe ability to obtain oral-care supplies and brush all tooth surfaces twice daily with fluoride toothpaste using the required level of assistance; assess cleaning of dentures and between teeth when applicable and whether technique avoids oral trauma; document plaque or debris, gum bleeding, dry mouth, pain or lesions and the person’s ability to recognize when dental care is needed; evaluate whether adaptive equipment or caregiver support improves consistency; use selected licensed NOC indicators and scale for formal scoring.","NOC 0308 — Comportamento de Autocuidado: Higiene Oral. Exemplo local de avaliação: observar capacidade de obter materiais e escovar todas as superfícies dentárias duas vezes ao dia com creme dental fluoretado no nível de assistência necessário; avaliar limpeza de próteses e entre dentes quando aplicável e se técnica evita trauma oral; documentar placa ou resíduos, sangramento gengival, boca seca, dor ou lesões e capacidade de reconhecer necessidade de atendimento odontológico; avaliar se equipamentos adaptados ou apoio do cuidador melhoram consistência; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal.",Oral-hygiene behaviour evaluated against WHO prevention principles.,https://www.who.int/news-room/fact-sheets/detail/oral-health,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0310,Self-Care Behaviour: Toileting,Comportamento de Autocuidado: Uso do Banheiro,AUTHOR_NEW,STANDARD,,,,1,00329,Decreased toileting abilities,Diminuição da capacidade de usar o banheiro,"NOC 0310 — Self-Care Behaviour: Toileting. Local example evaluation: observe ability to recognize toileting need, reach the toilet or commode, transfer, manage clothing, cleanse, dispose of products and return safely; document prompts, adaptive equipment and physical assistance required while preserving privacy; assess continence pattern and whether mobility or cognition creates delay; compare independence and safety with baseline and goals; use selected licensed NOC indicators and scale for formal scoring and reassess after falls, retention, constipation or functional change.","NOC 0310 — Comportamento de Autocuidado: Uso do Banheiro. Exemplo local de avaliação: observar capacidade de reconhecer necessidade de toalete, alcançar banheiro ou cadeira higiênica, transferir, manejar roupas, higienizar-se, descartar produtos e retornar com segurança; documentar pistas, equipamentos e assistência física necessários preservando privacidade; avaliar padrão de continência e se mobilidade ou cognição causam atraso; comparar independência e segurança com linha de base e metas; utilizar indicadores e escala NOC licenciados selecionados para pontuação formal e reavaliar após quedas, retenção, constipação ou mudança funcional.","Toileting outcome framed around function, continence and safety.",https://www.nice.org.uk/guidance/ng236/chapter/Recommendations | https://www.nice.org.uk/guidance/ng123/chapter/recommendations,EVIDENCE_REVIEWED_AUTHOR_NEW_DRAFT
NOC,0400,Cardiac Pump Effectiveness,Eficácia da Bomba Cardíaca,RECOVERED_FACT_CHECK_REQUIRED,STANDARD,Cardiac Pump Effectiveness,"NOC 0400 — Cardiac Pump Effectiveness. Example evaluation: Trend heart rate, rhythm, perfusion, and response to activity; example target 2/5 to 4/5.","NOC 0400 — Eficácia da bomba cardíaca (English: Cardiac Pump Effectiveness). Exemplo de avaliação: Acompanhar frequência/ritmo, perfusão e resposta à atividade; exemplo de meta de 2/5 para 4/5.",1,00240,Risk for decreased cardiac output,Risco de diminuição do débito cardíaco,"NOC 0400 — Cardiac Pump Effectiveness. Local evaluation examples: trend heart rate/rhythm, blood pressure, mental status, urine output and peripheral perfusion together with symptoms such as dyspnoea, chest discomfort, fatigue and oedema; assess tolerance of activity and recovery and compare with baseline; document response to prescribed cardiac treatment and whether congestion or low-output signs improve, remain stable or worsen; use objective trends rather than a single vital sign; use the selected licensed NOC indicators/scale for formal scoring and escalate deterioration.","NOC 0400 — Eficácia da Bomba Cardíaca. Exemplos locais de avaliação: acompanhar frequência/ritmo cardíaco, pressão arterial, estado mental, débito urinário e perfusão periférica juntamente com sintomas como dispneia, desconforto torácico, fadiga e edema; avaliar tolerância à atividade e recuperação e comparar com linha de base; documentar resposta ao tratamento cardíaco prescrito e se sinais de congestão ou baixo débito melhoram, permanecem estáveis ou pioram; utilizar tendências objetivas e não um único sinal vital; utilizar os indicadores/escala NOC licenciados selecionados para pontuação formal e escalar deterioração.","Recovered text was treated only as a candidate. This replacement was re-checked against the CURRENT code/label and linked diagnoses, then rewritten where needed for specificity, contemporary clinical practice, scope boundaries, observable evaluation, and safety. Locally authored example guidance; not verbatim or official NIC/NOC activity/indicator wording.",https://www.nice.org.uk/guidance/NG185/chapter/recommendations | https://www.nice.org.uk/guidance/CG50/chapter/recommendations,EVIDENCE_REVIEWED_RECOVERED_OR_DRIFT_DRAFT
NOC,0401,Circulation Status,Estado Circulatório,AUTHOR_NEW,HIGH,,,,2,00205; 00362,Risk for shock | Risk for imbalanced blood pressure,Risco de choque | Risco de pressão arterial desequilibrada,"NOC 0401 — Circulation Status. Local evaluation examples: trend blood pressure and heart rate/rhythm together with mental status, urine output and peripheral perfusion; assess skin colour/temperature, capillary refill and peripheral pulses and compare with baseline; note symptoms suggesting inadequate circulation such as dizziness, chest discomfort, dyspnoea, syncope or increasing weakness; document the response to prescribed fluid, vasoactive or other circulatory interventions; use the selected licensed NOC indicators/scale for formal scoring and escalate worsening perfusion.","NOC 0401 — Estado Circulatório. Exemplos locais de avaliação: acompanhar pressão arterial e frequência/ritmo cardíaco juntamente com estado mental, débito urinário e perfusão periférica; avaliar coloração/temperatura da pele, enchimento capilar e pulsos periféricos e comparar com a linha de base; observar sintomas sugestivos de circulação inadequada, como tontura, desconforto torácico, dispneia, síncope ou fraqueza crescente; documentar a resposta a fluidos, fármacos vasoativos ou outras intervenções circulatórias prescritas; utilizar os indicadores/escala NOC licenciados selecionados para a pontuação formal e escalar piora da perfusão.",Evidence-reviewed locally authored example guidance; not verbatim or official NIC/NOC activity/indicator text. Checked for alignment with the current classification label and the linked diagnoses; avoids fixed numeric NOC targets unless clinically meaningful and preserves escalation/scope boundaries for high-risk care.,https://www.nice.org.uk/guidance/CG50/chapter/recommendations | https://www.nice.org.uk/guidance/ng253/chapter/Managing-suspected-sepsis,EVIDENCE_REVIEWED_HIGH_RISK_DRAFT
